State,District,year,murder,attempt to murder,culpable homicide not amounting or murder,rape,custodial rape,other rape,kidnapping & abduction,kidnapping and abduction of women and girls,kidnapping and abduction of others,dacoity,preparation and assembly for dacoity,robbery,burglary,theft,auto theft,other theft,riots,criminal breach of trust,cheating,counterfieting,arson,hurt/grevious hurt,dowry deaths,assault on women with intent to outrage her modesty,insult to modesty of women,cruelty by husband or his relatives,importation of girls from foreign countries,causing death by negligence,other ipc crimes,total ipc crimes,TOTAL_CRIME,LATITUDE,LONGITUDE,Cluster
Karnataka,Sampige Road,2020,3,0,1,0,1,2,0,0,3,1,1,1,2,11,0,6,0,0,5,0,1,6,0,0,1,0,0,3,10,58,58,12.969889562001898,77.503779206915,0
Karnataka,Sampige Road,2023,4,0,2,0,0,0,5,1,3,0,0,2,1,12,6,9,2,1,3,1,0,6,1,2,2,2,0,4,16,85,85,13.078230751623634,77.50896296073901,0
Karnataka,Sampige Road,2019,1,1,2,0,1,1,4,1,1,1,0,1,5,0,6,7,4,3,1,1,0,5,0,0,1,5,0,2,12,66,66,13.128625128893058,77.75363155169073,0
Karnataka,Orion Mall Area,2018,4,4,2,0,1,1,1,3,0,2,1,4,5,0,2,6,0,2,0,0,1,7,1,1,1,2,0,0,15,66,66,13.084327828825417,77.77023825152209,0
Karnataka,Sadashivanagar,2019,3,1,2,3,0,1,3,4,3,2,0,2,7,5,0,6,4,1,1,1,0,8,0,2,2,2,0,4,13,80,80,12.900428514465027,77.64906401395167,0
Karnataka,Vyalikaval,2023,3,3,1,2,1,0,4,4,3,0,0,3,6,11,4,0,0,0,3,1,1,5,0,0,1,0,0,0,5,61,61,12.95419059374539,77.42891544701551,0
Karnataka,Sadashivanagar,2020,1,4,0,4,1,2,4,3,4,1,1,0,3,2,6,4,0,3,3,0,1,8,1,4,2,3,0,0,7,72,72,13.094266346798754,77.47268186991381,0
Karnataka,Malleshwaram 8th Cross,2019,4,3,2,3,0,2,4,2,2,2,1,0,2,5,0,9,2,1,5,0,0,6,1,1,4,4,0,1,5,71,71,13.040589791602729,77.72623645589842,0
Karnataka,Orion Mall Area,2019,2,1,0,0,0,2,3,0,1,1,1,3,0,14,1,3,4,1,5,1,1,0,0,0,4,4,0,0,18,70,70,12.92097309099596,77.52205960960842,0
Karnataka,Rajajinagar,2024,4,3,2,0,0,2,4,4,3,1,0,2,4,12,3,9,0,1,4,1,1,0,0,4,1,3,0,3,8,79,79,12.983333478111906,77.61951689726881,0
Karnataka,Rajajinagar,2018,3,3,0,4,0,1,5,2,0,1,1,5,4,8,6,5,1,1,1,0,0,8,1,3,3,2,0,2,16,86,86,12.995806150023625,77.45469688515077,0
Karnataka,Rajajinagar,2021,1,2,0,0,1,2,1,1,0,1,1,4,5,3,0,8,0,2,1,0,0,8,0,4,0,0,0,2,11,58,58,12.934840695731209,77.58457505126512,0
Karnataka,Orion Mall Area,2021,0,2,0,0,1,2,5,2,4,0,0,2,2,0,5,3,0,3,2,1,0,4,0,4,1,1,0,4,10,58,58,12.90857380319214,77.63226883985418,0
Karnataka,Rajajinagar,2018,0,1,1,0,0,0,4,3,0,2,0,1,2,10,5,9,3,2,2,1,1,2,0,4,0,1,0,0,8,62,62,12.974857890064953,77.68585341012147,0
Karnataka,Malleshwaram 18th Cross,2019,4,1,0,0,0,0,2,0,1,2,0,4,7,1,3,6,0,2,5,0,0,6,0,1,3,2,0,2,8,60,60,13.108985791518242,77.72197435816088,0
Karnataka,Srirampura,2020,3,0,1,3,1,2,0,4,0,2,0,1,1,4,6,1,2,1,2,0,1,0,1,2,3,3,0,4,18,66,66,12.864815903220098,77.73457449904252,0
Karnataka,Vyalikaval,2018,4,3,0,3,1,1,2,3,4,1,1,2,5,6,5,2,2,3,1,0,1,5,1,4,0,0,0,2,11,73,73,13.120333988936835,77.59888048511743,0
Karnataka,CV Raman Road,2021,1,0,1,3,1,1,5,1,4,1,1,3,3,4,1,7,0,3,4,1,1,2,0,1,2,3,0,0,16,70,70,13.163858696380252,77.5637468389506,0
Karnataka,Vyalikaval,2023,2,0,2,0,1,1,1,1,0,1,1,3,0,11,4,2,2,1,0,1,1,4,0,3,1,2,0,1,14,60,60,13.125504910314651,77.48379168202446,0
Karnataka,Vyalikaval,2021,0,4,2,1,0,0,1,0,3,1,1,1,5,14,1,8,0,1,1,1,1,3,0,1,1,0,0,2,16,69,69,12.998174342541148,77.76523236831314,0
Karnataka,CV Raman Road,2018,4,0,0,3,1,1,0,4,0,0,0,4,1,5,2,3,2,2,4,0,0,1,0,2,1,5,0,1,19,65,65,13.07619837246355,77.74351015939443,0
Karnataka,Malleshwaram 18th Cross,2019,3,0,1,2,0,0,1,1,4,1,1,1,1,11,6,9,1,1,0,1,0,7,1,4,0,4,0,3,12,76,76,13.104827384526683,77.48020044933534,0
Karnataka,Srirampura,2022,0,3,2,2,1,1,1,3,3,1,1,4,0,0,4,2,0,1,4,1,1,8,1,4,3,3,0,3,6,63,63,13.133994049390694,77.45208050913442,0
Karnataka,Orion Mall Area,2020,0,0,1,1,0,0,4,1,4,1,1,0,5,4,0,1,0,2,4,1,0,7,1,5,3,3,0,3,18,70,70,13.100738130671504,77.47282610732049,0
Karnataka,Malleshwaram 8th Cross,2024,2,3,1,4,1,0,0,4,3,1,1,2,4,5,3,1,1,1,2,1,1,5,1,5,2,2,0,4,15,75,75,13.09683735101078,77.78151786839322,0
Karnataka,Sampige Road,2022,4,3,2,2,0,0,2,2,0,0,1,3,6,0,4,0,2,2,1,0,0,4,1,0,3,3,0,3,7,55,55,13.130500097083228,77.6116007566053,0
Karnataka,Margosa Road,2020,2,0,1,4,0,2,4,1,2,1,0,3,1,1,6,3,2,3,0,0,0,1,0,0,0,2,0,0,14,53,53,13.08933797062971,77.4217739407392,0
Karnataka,Srirampura,2022,3,3,1,2,0,0,4,1,1,2,1,5,7,5,4,6,4,3,2,1,0,5,0,1,1,5,0,4,10,81,81,13.053230321166792,77.7290197764425,0
Karnataka,Vyalikaval,2022,3,1,1,1,0,0,2,1,3,1,1,4,5,12,6,3,1,1,0,0,0,9,1,4,4,5,0,0,5,74,74,13.07702592663873,77.56902017786899,0
Karnataka,Malleshwaram 18th Cross,2020,4,1,2,3,0,0,1,2,4,0,0,5,4,6,2,1,1,2,5,0,1,4,0,3,3,5,0,0,16,75,75,13.044728729986522,77.53611273286499,0
Karnataka,Railway Station Area,2023,0,3,1,4,1,1,3,4,4,1,0,0,3,1,0,5,3,3,0,0,1,1,0,3,2,4,0,0,17,65,65,12.837114791642799,77.68681925004216,0
Karnataka,Sadashivanagar,2020,1,1,2,4,1,0,5,3,2,2,1,3,2,0,5,7,2,2,3,1,1,3,1,1,2,2,0,4,10,71,71,12.824356328516286,77.48002622908677,0
Karnataka,CV Raman Road,2021,2,4,1,1,1,2,3,4,4,1,0,5,3,5,4,1,0,1,0,0,1,5,0,5,2,2,0,1,5,63,63,12.947045387496466,77.42674464785144,0
Karnataka,Srirampura,2019,0,2,1,4,1,1,5,0,4,0,0,5,2,14,2,1,1,1,4,1,0,2,1,4,2,0,0,0,13,71,71,12.843899460288776,77.79400430258895,0
Karnataka,Margosa Road,2019,3,1,2,2,1,1,1,3,4,1,0,1,1,10,3,5,3,3,0,1,0,9,0,2,1,5,0,0,17,80,80,12.871640346064172,77.6207013110071,0
Karnataka,Orion Mall Area,2021,3,0,2,3,1,2,4,2,3,0,1,1,2,9,3,2,2,3,5,1,0,0,1,0,1,5,0,0,17,73,73,12.927738819345281,77.78153187938538,0
Karnataka,Orion Mall Area,2023,0,1,1,0,1,0,2,0,3,1,0,5,7,14,5,2,0,1,2,0,1,0,0,2,3,3,0,1,8,63,63,13.158710775475287,77.60588373835681,0
Karnataka,Orion Mall Area,2022,0,4,1,1,0,0,3,1,1,1,1,3,0,13,0,7,3,0,5,0,1,3,0,5,0,2,0,3,18,76,76,12.904552730845086,77.41852635029167,0
Karnataka,Orion Mall Area,2023,3,4,0,4,0,1,4,1,2,1,1,4,0,10,5,2,1,2,3,1,0,7,1,3,1,2,0,3,12,78,78,13.180470507809195,77.44669244986437,0
Karnataka,Malleshwaram 18th Cross,2023,2,4,1,4,1,2,3,4,0,0,0,2,3,4,6,5,0,3,3,1,1,8,0,2,1,0,0,2,6,68,68,12.854577332817545,77.73833395237746,0
Karnataka,Railway Station Area,2020,2,1,2,4,0,1,2,2,2,2,1,0,0,2,0,0,0,3,5,0,1,7,0,0,1,0,0,4,10,52,52,12.902295812026447,77.45594441432077,0
Karnataka,Railway Station Area,2018,0,2,1,4,0,1,4,2,1,1,1,5,3,10,0,2,4,2,4,1,1,5,0,1,0,5,0,4,11,75,75,12.831278732883149,77.57646038431699,0
Karnataka,Vyalikaval,2022,4,0,0,1,0,0,0,1,3,0,0,5,4,13,3,4,3,2,2,1,0,1,0,0,4,3,0,1,8,63,63,13.068426892567485,77.52487111101712,0
Karnataka,Rajajinagar,2019,3,2,1,2,0,0,4,1,3,1,0,5,4,8,1,9,0,2,3,1,0,6,1,2,4,0,0,1,16,80,80,12.933258088257304,77.55501815186584,0
Karnataka,Orion Mall Area,2020,1,1,0,2,1,2,0,2,2,1,1,2,3,0,0,3,1,0,3,0,1,0,1,4,4,3,0,1,19,58,58,13.133071963113828,77.72530450391059,0
Karnataka,Malleshwaram 8th Cross,2021,3,2,2,3,1,1,1,2,0,0,1,0,3,14,1,7,0,2,5,0,1,1,1,3,0,5,0,2,8,69,69,12.943343442997232,77.56397676563344,0
Karnataka,Railway Station Area,2023,2,3,2,3,1,2,2,4,3,1,0,3,6,8,1,4,4,0,3,1,1,4,0,4,3,3,0,3,10,81,81,12.871681509860476,77.43964471374262,0
Karnataka,Vyalikaval,2022,2,0,1,0,1,1,3,1,3,0,1,5,7,0,6,0,4,2,1,0,0,0,1,2,1,1,0,4,8,55,55,12.988455696427282,77.74515387896729,0
Karnataka,Railway Station Area,2024,1,3,0,2,0,2,1,2,2,0,0,4,3,14,0,9,0,0,2,1,1,1,1,0,3,1,0,2,13,68,68,13.082612179658035,77.49283347412218,0
Karnataka,Rajajinagar,2018,2,3,2,1,1,2,1,0,2,1,1,1,6,12,1,9,2,2,3,1,1,8,0,4,2,2,0,0,13,83,83,12.96328170362085,77.66752844823905,0
Karnataka,CV Raman Road,2022,1,2,1,2,0,2,5,0,0,1,1,5,5,6,1,0,0,0,2,1,1,3,1,1,4,3,0,3,14,65,65,12.955353977597444,77.42525593178203,0
Karnataka,Orion Mall Area,2021,2,3,2,2,1,2,5,0,0,0,1,5,5,0,1,2,4,2,4,1,0,1,0,2,0,3,0,2,9,59,59,12.807968964929232,77.65059277066983,0
Karnataka,Vyalikaval,2018,1,0,1,3,0,1,4,3,2,0,0,1,6,12,5,4,4,0,2,1,0,5,0,3,1,1,0,3,7,70,70,12.874399528627025,77.74855370196403,0
Karnataka,Yeshwanthpur,2022,4,3,0,4,0,2,4,0,0,2,1,1,2,12,2,2,1,0,4,1,1,5,0,5,1,5,0,0,6,68,68,12.805083039262561,77.64821000799522,0
Karnataka,CV Raman Road,2021,3,1,1,4,0,1,5,2,1,0,1,5,5,5,4,4,1,1,1,1,0,4,0,2,1,0,0,4,10,67,67,12.920098533629519,77.55992207097266,0
Karnataka,Sadashivanagar,2022,2,0,2,2,0,2,5,3,2,1,0,4,5,10,0,0,2,3,4,1,0,7,1,2,0,0,0,0,18,76,76,12.872611360064361,77.48975585859132,0
Karnataka,Orion Mall Area,2024,0,1,1,2,1,0,0,1,4,0,0,5,0,12,2,0,1,2,5,0,0,1,0,5,2,0,0,2,8,55,55,13.071936689738488,77.62373845958554,0
Karnataka,Orion Mall Area,2020,1,1,2,2,1,1,0,2,0,1,0,2,2,8,0,6,0,1,4,1,1,0,1,1,0,3,0,0,8,49,49,12.836002746100323,77.64796562308268,0
Karnataka,Railway Station Area,2022,1,4,0,2,0,1,1,0,2,2,1,3,2,6,6,4,0,0,0,0,0,7,1,0,0,1,0,1,13,58,58,13.048983091855717,77.49151744258226,0
Karnataka,Yeshwanthpur,2023,1,4,2,3,1,1,1,1,4,0,1,4,6,11,4,1,4,3,4,0,1,1,1,2,0,5,0,2,14,82,82,12.833582555681915,77.74549987072473,0
Karnataka,Srirampura,2021,2,1,2,2,1,2,4,0,1,1,1,5,2,10,1,8,0,1,1,0,0,6,1,4,1,4,0,1,9,71,71,12.844567374478624,77.48510651783268,0
Karnataka,Yeshwanthpur,2019,3,3,0,2,1,1,4,4,1,1,0,3,4,14,2,8,4,1,4,1,0,9,0,4,3,1,0,2,18,98,98,13.094018499294794,77.42639238314213,0
Karnataka,Malleshwaram 8th Cross,2021,0,1,0,0,0,2,3,3,3,1,0,3,7,12,0,8,0,0,4,1,1,0,1,5,1,2,0,0,7,65,65,12.902058169786683,77.65388922001556,0
Karnataka,Srirampura,2022,1,1,1,0,0,2,2,1,4,1,1,2,6,10,1,3,0,1,1,0,0,7,0,4,2,0,0,4,14,69,69,13.109375716361683,77.45557941851355,0
Karnataka,Sadashivanagar,2020,1,4,0,2,0,0,3,0,4,2,1,1,4,5,3,3,0,1,4,1,1,4,1,4,4,0,0,1,17,71,71,12.822555237143735,77.63658260441919,0
Karnataka,Srirampura,2019,1,2,2,4,0,0,2,4,4,1,0,0,2,4,2,8,0,1,4,1,0,9,1,0,2,5,0,0,8,67,67,12.89833740951476,77.53708511274914,0
Karnataka,Margosa Road,2024,1,2,1,1,0,0,1,3,1,0,0,4,1,12,5,0,1,1,2,0,0,3,1,0,2,3,0,1,10,56,56,13.03604865246613,77.75201298820892,0
Karnataka,Sampige Road,2024,0,2,0,0,0,2,4,0,3,2,0,4,2,2,2,7,1,0,5,0,0,4,0,4,3,2,0,2,15,66,66,13.155662045783732,77.79957261822321,0
Karnataka,Sadashivanagar,2023,1,1,2,2,0,1,3,2,1,1,1,4,1,10,6,0,4,0,0,0,1,5,0,3,1,5,0,2,15,72,72,12.90720511522072,77.58926532492663,0
Karnataka,Railway Station Area,2021,0,1,0,0,0,1,5,4,2,2,1,3,1,1,3,6,3,1,4,0,1,5,0,0,0,1,0,4,9,58,58,12.996024574628747,77.59054141722218,0
Karnataka,Orion Mall Area,2019,0,3,2,2,0,0,2,1,4,0,1,2,6,1,6,5,0,2,3,0,1,2,1,2,2,5,0,3,19,75,75,12.904879568520277,77.74971055708848,0
Karnataka,Malleshwaram 8th Cross,2020,1,4,0,4,1,1,5,0,4,2,0,4,0,8,1,7,4,2,1,1,0,8,0,0,4,3,0,0,18,83,83,12.96345514703069,77.49159254357701,0
Karnataka,CV Raman Road,2023,4,1,1,4,0,0,5,1,3,2,1,3,3,12,4,4,4,1,3,0,1,2,0,5,1,4,0,3,18,90,90,12.903038849323522,77.78309670669987,0
Karnataka,CV Raman Road,2018,0,0,1,0,1,0,0,2,3,1,1,5,6,2,3,7,0,0,5,0,1,5,0,3,2,0,0,2,14,64,64,13.023134954052946,77.68093250836301,0
Karnataka,Srirampura,2019,4,0,1,1,0,1,2,1,4,1,1,2,2,6,3,5,0,3,3,0,1,6,0,0,2,4,0,1,14,68,68,13.028774009782994,77.6019931405566,0
Karnataka,Railway Station Area,2021,0,4,2,1,0,1,2,4,1,1,0,0,2,13,0,8,4,3,3,0,1,8,1,0,2,5,0,3,12,81,81,12.910207927474133,77.7752117582969,0
Karnataka,Sadashivanagar,2020,2,0,1,1,1,2,5,3,3,1,1,2,2,13,2,2,4,1,5,1,1,9,0,2,1,0,0,4,19,88,88,13.179887347227945,77.44349316279427,0
Karnataka,Malleshwaram 18th Cross,2024,1,0,1,1,0,1,4,0,4,0,0,1,3,3,6,3,1,3,5,1,1,0,1,1,0,0,0,1,14,56,56,12.832921432430831,77.79656134625657,0
Karnataka,Yeshwanthpur,2021,2,4,1,3,0,1,3,3,2,0,1,0,7,13,4,6,1,0,3,0,1,9,1,5,1,2,0,0,15,88,88,12.80549988872846,77.51857904553225,0
Karnataka,Malleshwaram 8th Cross,2020,0,1,2,2,0,0,1,0,3,2,1,5,6,6,4,1,0,2,1,0,1,6,0,1,4,2,0,2,17,70,70,12.950397346047447,77.69921109497017,0
Karnataka,Yeshwanthpur,2021,2,1,1,4,0,2,3,1,0,0,0,0,1,5,4,5,4,3,0,1,0,0,1,3,1,3,0,2,13,60,60,13.188722187259224,77.61380727843128,0
Karnataka,Malleshwaram 18th Cross,2024,1,3,1,1,0,1,1,1,2,1,1,5,6,10,2,7,0,1,5,1,1,0,0,1,0,2,0,1,7,62,62,13.119638693506946,77.71112538352261,0
Karnataka,Sampige Road,2020,1,1,0,3,1,2,5,4,4,0,0,0,2,14,4,2,2,1,3,1,1,4,1,3,0,0,0,1,19,79,79,13.023191975064293,77.50840310522447,0
Karnataka,Yeshwanthpur,2024,0,0,2,2,1,2,0,1,3,2,1,3,2,9,0,0,0,0,5,1,1,3,1,0,3,1,0,1,10,54,54,13.048082507368289,77.71534146983143,0
Karnataka,Sampige Road,2022,0,0,1,3,1,0,5,2,3,0,0,5,3,14,1,4,0,3,5,1,1,8,0,0,4,0,0,0,15,79,79,12.94234479634981,77.59581867489425,0
Karnataka,Srirampura,2024,4,3,1,0,1,0,5,4,1,2,1,0,4,14,6,3,4,0,2,0,0,3,1,2,0,1,0,4,6,72,72,12.923159562097497,77.4869453674383,0
Karnataka,Vyalikaval,2021,3,4,1,0,1,1,4,0,4,2,1,3,3,10,0,2,4,2,4,0,1,3,0,3,2,5,0,0,13,76,76,13.108788053514234,77.78378404778124,0
Karnataka,CV Raman Road,2020,2,0,0,1,1,0,2,1,0,1,1,1,5,13,1,5,1,2,3,1,1,3,0,0,2,5,0,3,10,65,65,13.009222223788573,77.69897645999286,0
Karnataka,Vyalikaval,2018,4,1,0,0,1,2,5,0,4,2,0,0,3,3,5,4,3,1,3,1,0,3,0,5,4,5,0,3,19,81,81,13.13659980528092,77.54647403635687,0
Karnataka,Malleshwaram 8th Cross,2024,2,1,0,2,1,0,3,1,3,2,0,4,4,2,2,2,0,1,4,1,0,8,1,1,4,2,0,3,5,59,59,12.989588454637673,77.42597456674659,0
Karnataka,Rajajinagar,2020,1,1,1,1,1,0,3,4,3,1,0,3,7,10,3,1,1,3,4,0,0,1,1,3,0,4,0,2,12,71,71,13.164790860326384,77.57252132364395,0
Karnataka,Sampige Road,2018,0,0,2,3,0,2,1,2,0,2,0,3,0,3,3,2,2,3,5,0,1,7,0,0,4,4,0,3,8,60,60,13.175271850834202,77.44805551226457,0
Karnataka,Margosa Road,2023,2,2,2,4,0,2,3,0,2,0,0,2,3,1,4,9,0,0,1,0,1,3,1,4,3,2,0,4,13,68,68,13.108343753211994,77.703153044148,0
Karnataka,Malleshwaram 8th Cross,2019,3,0,0,4,1,0,2,3,4,0,0,5,7,10,4,3,3,2,5,0,1,4,0,1,3,5,0,4,11,85,85,12.860713647707747,77.61939334845813,0
Karnataka,Malleshwaram 8th Cross,2020,1,0,1,4,1,0,1,1,4,0,0,0,3,13,2,8,2,2,4,1,0,8,0,3,0,4,0,0,6,69,69,12.917858017299015,77.77710321518344,0
Karnataka,Malleshwaram 18th Cross,2019,1,2,2,2,1,0,2,4,4,2,0,0,5,1,3,5,0,1,0,0,1,0,0,0,2,5,0,2,8,53,53,13.080435631636888,77.55355584658665,0
Karnataka,Railway Station Area,2019,4,2,1,1,1,2,5,0,1,2,0,2,2,3,1,5,4,3,2,0,1,0,0,1,1,1,0,4,13,62,62,12.810766578786735,77.6653727748464,0
Karnataka,Sadashivanagar,2022,3,1,0,0,0,2,1,4,0,1,1,5,1,10,2,0,3,3,3,1,0,1,1,1,2,4,0,2,9,61,61,12.982299980882711,77.789131011868,0
Karnataka,Yeshwanthpur,2023,1,1,0,1,0,0,2,0,2,2,1,5,1,2,3,9,4,2,1,1,1,5,0,5,0,1,0,2,16,68,68,12.99081174891381,77.41918998449434,0
Karnataka,Railway Station Area,2020,3,1,1,3,1,1,1,2,4,2,1,3,6,4,1,3,2,0,3,0,1,1,0,1,4,2,0,4,11,66,66,12.968906844134352,77.68870385547307,0
Karnataka,Sampige Road,2022,0,0,2,4,0,2,4,1,2,0,1,3,7,0,4,2,1,0,0,0,1,7,1,4,1,2,0,4,16,69,69,12.905289866286246,77.57243296725592,0
Karnataka,Sadashivanagar,2023,3,4,2,1,0,0,3,0,2,0,1,2,3,6,6,3,4,0,5,1,0,7,0,1,0,4,0,4,19,81,81,13.082915177853438,77.47146035473476,0
Karnataka,Malleshwaram 18th Cross,2024,4,3,0,1,0,2,2,3,2,2,1,1,1,3,6,1,3,2,3,1,1,3,0,0,1,0,0,4,18,68,68,13.038279309577208,77.40060051098916,0
Karnataka,Orion Mall Area,2022,4,4,1,0,0,0,0,1,3,1,0,3,2,5,4,9,4,3,2,1,0,2,1,0,3,3,0,1,18,75,75,12.888720797666592,77.59560459069915,0
Karnataka,Yeshwanthpur,2024,2,2,0,3,1,0,5,1,4,0,1,0,6,1,3,8,1,3,0,1,1,4,1,1,0,4,0,3,6,62,62,12.938849968795818,77.52568704289895,0
Karnataka,CV Raman Road,2019,0,0,2,4,0,0,4,4,4,2,0,1,3,3,1,5,0,0,3,1,0,5,1,4,3,2,0,1,12,65,65,12.90983130555406,77.49998176749614,0
Karnataka,Orion Mall Area,2024,0,0,1,0,1,1,4,1,4,1,1,4,3,4,5,0,1,1,5,1,0,8,0,0,1,2,0,0,13,62,62,13.084309913393145,77.49316504371836,0
Karnataka,Malleshwaram 8th Cross,2021,3,3,1,4,0,1,5,0,0,1,1,2,3,5,2,3,2,2,4,0,0,9,0,0,0,2,0,1,5,59,59,13.177758049231008,77.57197928319326,0
Karnataka,Rajajinagar,2019,4,4,0,0,0,2,2,2,1,2,1,3,2,11,3,4,0,2,4,1,1,6,0,1,3,3,0,0,11,73,73,12.824362539528922,77.44954580259802,0
Karnataka,Railway Station Area,2023,4,2,1,0,0,2,2,0,1,0,1,3,1,0,3,1,4,3,5,1,0,2,0,3,0,3,0,1,12,55,55,12.850654583010584,77.66465892831113,0
Karnataka,Vyalikaval,2023,4,3,1,4,1,1,0,1,1,1,0,2,3,13,5,6,4,0,2,1,0,8,1,3,1,0,0,0,15,81,81,13.049597547797193,77.69924319427591,0
Karnataka,CV Raman Road,2019,0,0,1,3,0,0,5,3,1,1,0,5,6,14,5,3,1,3,0,0,1,5,1,2,1,3,0,3,11,78,78,12.963337723773396,77.59723626591875,0
Karnataka,Yeshwanthpur,2023,4,3,1,2,1,1,2,3,3,1,1,5,4,3,0,4,0,3,1,0,1,1,0,3,2,2,0,3,6,60,60,13.187309226235557,77.49998936778063,0
Karnataka,Margosa Road,2018,2,1,0,2,0,1,5,0,0,0,0,3,3,1,5,7,1,2,4,1,0,1,0,4,3,4,0,3,12,65,65,12.90257431615374,77.77725175503676,0
Karnataka,Margosa Road,2021,1,4,1,1,1,0,0,0,0,2,0,3,1,13,0,6,0,1,4,1,0,4,0,0,1,3,0,4,13,64,64,13.13169931420164,77.49580316883176,0
Karnataka,Rajajinagar,2019,4,2,2,1,1,2,2,0,3,1,1,5,0,9,5,2,1,1,3,1,0,1,1,4,1,2,0,2,9,66,66,13.174332732726869,77.40920488848462,0
Karnataka,CV Raman Road,2021,2,1,0,3,1,1,0,0,4,0,0,5,7,0,0,4,3,3,0,1,0,0,1,2,0,4,0,0,7,49,49,12.902243224901072,77.4322721524069,0
Karnataka,Orion Mall Area,2018,2,4,1,2,1,2,1,4,3,0,0,0,0,12,6,7,3,2,4,1,0,7,1,4,4,3,0,0,18,92,92,12.918684587762089,77.50918148210587,0
Karnataka,Srirampura,2024,1,1,0,1,0,1,3,0,1,1,1,0,7,13,6,9,0,3,3,0,1,5,1,2,4,3,0,4,9,80,80,13.033480727203516,77.62442944254983,0
Karnataka,Srirampura,2021,0,3,2,2,1,1,3,4,0,0,0,3,0,14,3,3,0,2,1,0,0,1,1,4,3,1,0,3,8,63,63,12.878117740568674,77.48701032821357,0
Karnataka,Malleshwaram 18th Cross,2020,4,2,1,2,0,2,2,1,3,1,0,3,5,10,6,6,1,2,1,1,1,9,0,2,2,5,0,0,18,90,90,12.945267691615319,77.66284781200453,0
Karnataka,Malleshwaram 8th Cross,2018,2,3,1,2,0,2,2,0,1,0,1,3,6,10,1,8,3,2,4,0,1,8,0,0,4,3,0,3,10,80,80,13.074424394707112,77.54692453951282,0
Karnataka,Yeshwanthpur,2021,2,3,0,1,1,0,3,0,1,2,1,5,7,8,2,1,1,2,4,0,0,8,1,2,4,3,0,3,14,79,79,12.926560595402439,77.52399386368128,0
Karnataka,Railway Station Area,2022,1,4,0,1,1,0,3,3,2,0,0,3,4,14,2,4,4,1,4,0,1,7,0,3,3,0,0,1,10,76,76,12.89098424022534,77.53290724451793,0
Karnataka,Sampige Road,2021,2,2,0,3,1,1,0,1,4,2,0,1,0,0,4,0,0,3,0,0,0,6,0,1,3,5,0,3,17,59,59,13.106113324057574,77.67735999197012,0
Karnataka,CV Raman Road,2024,4,2,0,0,1,1,0,1,4,2,0,0,2,1,3,5,3,3,4,1,0,0,0,2,1,2,0,0,14,56,56,12.851994162503743,77.4255964692726,0
Karnataka,Vyalikaval,2018,0,3,0,1,0,0,1,0,4,1,1,3,2,8,0,6,4,1,3,0,0,8,1,2,1,1,0,3,8,62,62,12.845549030807899,77.50948969922418,0
Karnataka,Vyalikaval,2022,2,2,1,4,0,0,1,1,0,0,1,3,0,7,2,5,0,1,1,1,0,2,1,2,0,3,0,3,16,59,59,13.191601686136678,77.68009496327332,0
Karnataka,Srirampura,2023,0,0,0,0,1,1,0,2,0,2,0,0,0,14,6,5,3,2,0,0,0,2,1,1,0,2,0,2,11,55,55,12.989247439099639,77.77114168496597,0
Karnataka,Rajajinagar,2021,2,2,0,2,1,0,1,3,0,1,1,5,1,9,1,5,4,1,1,0,1,1,1,3,4,3,0,3,7,63,63,12.812065127398485,77.59431444289838,0
Karnataka,Sampige Road,2024,2,3,0,3,1,2,4,1,0,0,1,5,2,11,1,7,1,1,0,0,1,5,1,3,4,0,0,4,17,80,80,12.947780393991156,77.78921654639292,0
Karnataka,Yeshwanthpur,2021,4,0,2,4,0,1,5,2,1,2,1,4,7,9,3,8,1,2,1,0,0,8,1,1,3,0,0,3,16,89,89,13.063225760748946,77.59682530593481,0
Karnataka,Rajajinagar,2018,0,0,1,4,0,1,0,0,4,0,0,3,6,9,5,3,3,0,5,1,0,7,1,3,3,2,0,3,10,74,74,13.024703133782376,77.40444114803093,0
Karnataka,Yeshwanthpur,2022,3,4,0,0,1,1,1,3,0,0,0,2,1,3,1,2,2,1,4,0,0,2,1,1,0,4,0,2,9,48,48,13.015411852467716,77.74883763304138,0
Karnataka,Sampige Road,2022,4,3,1,3,0,1,1,3,4,1,1,1,5,1,4,6,2,2,4,1,1,3,0,5,0,3,0,4,6,70,70,13.17051648627828,77.60491035827519,0
Karnataka,Malleshwaram 18th Cross,2021,0,2,1,0,0,2,2,3,1,1,0,5,1,7,3,7,0,2,3,0,1,7,1,2,0,4,0,4,15,74,74,12.880883498755974,77.589245653936,0
Karnataka,Rajajinagar,2023,0,0,0,1,1,0,2,2,0,1,0,4,0,2,3,2,0,3,4,1,1,2,1,0,2,2,0,1,16,51,51,12.800078132734185,77.56436051931964,0
Karnataka,Malleshwaram 18th Cross,2024,0,3,2,2,0,1,2,4,2,0,1,4,1,9,5,5,4,1,1,1,0,3,0,4,0,1,0,3,9,68,68,13.012575569372462,77.6039679584435,0
Karnataka,Malleshwaram 18th Cross,2020,3,4,2,3,0,1,3,3,3,2,1,0,5,0,6,6,4,3,3,0,1,8,0,5,1,1,0,1,16,85,85,12.993777488748917,77.5518029103223,0
Karnataka,Malleshwaram 18th Cross,2018,4,1,1,1,1,1,5,2,0,0,1,5,0,1,4,6,1,3,1,1,1,8,1,4,4,3,0,0,9,69,69,12.985142463581287,77.72019751887683,0
